,PAYS,Location,Longitude,Latitude,Date,Iodine_131,Caesium_134,Caesium_137
0,Sweden,RISOE,12.07,55.7,1986-04-27,1.0,0.0,0.24
24,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-28,15.0,0.37136930232558124,0.5536206896551723
22,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-28,18.9,0.37136930232558124,0.5536206896551723
21,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-28,31.0,0.37136930232558124,0.5536206896551723
20,Finland,NURMIJAERVI,24.7,60.45,1986-04-28,0.0,7.2,11.9
19,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-28,11.1,0.37136930232558124,0.5536206896551723
18,Sweden,STOCKHOLM,18.08,59.33,1986-04-28,11.6,0.935,1.66
17,Sweden,UMEAA,20.25,63.83,1986-04-28,0.000367,3.2e-05,6.8e-05
16,Sweden,RISOE,12.07,55.7,1986-04-28,0.0046,0.00054,0.00098
15,Sweden,STOCKHOLM,18.08,59.33,1986-04-28,8.72,0.785,1.4
14,Sweden,OESTERSUND,14.67,63.17,1986-04-28,0.000925,0.000112,0.0
13,Sweden,STOCKHOLM,18.08,59.33,1986-04-28,11.8,0.926,1.62
23,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-28,16.7,0.37136930232558124,0.5536206896551723
11,Sweden,STOCKHOLM,18.08,59.33,1986-04-28,0.621,0.0339,0.0671
10,Sweden,OESTERSUND,14.67,63.17,1986-04-28,0.0,0.0,0.0002
9,Finland,NURMIJAERVI,24.7,60.45,1986-04-28,0.0,0.82,1.4
8,Sweden,LJUNGBYHED,13.92,56.82,1986-04-28,0.0379,0.0162,0.0289
7,Sweden,LJUNGBYHED,13.92,56.82,1986-04-28,2.77,0.481,0.885
6,Norway,VAERNES,0.0,0.0,1986-04-28,7.0,0.0,2.0
5,Norway,OSLO,9.8,59.9,1986-04-28,0.0,0.0,0.13
4,Belgium,MOL,5.12,51.18,1986-04-28,0.0,0.0,3.1e-05
3,Norway,KJELLER,10.66,59.9,1986-04-28,0.12,0.0,0.02
2,Finland,NURMIJAERVI,24.7,60.45,1986-04-28,0.0,0.95,1.79
1,Norway,BERGEN,10.66,59.9,1986-04-28,0.0002,0.0,0.0
12,Sweden,STOCKHOLM,18.08,59.33,1986-04-28,5.06,0.526,0.948
56,Norway,KJELLER,10.66,59.9,1986-04-29,7.0,0.0,3.0
55,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,2.41,0.37136930232558124,0.5536206896551723
54,Norway,OSLO,9.8,59.9,1986-04-29,0.0,0.0,0.45
49,Sweden,GOETEBORG,12.0,57.75,1986-04-29,0.011,0.00828,0.0148
52,Norway,OSLO,9.8,59.9,1986-04-29,0.0,0.0,0.35
51,Norway,VAERNES,0.0,0.0,1986-04-29,9.0,0.0,3.0
50,Sweden,GOETEBORG,12.0,57.75,1986-04-29,0.469,0.111,0.202
57,Norway,BERGEN,10.66,59.9,1986-04-29,0.3,0.0,0.1
53,Norway,OSLO,9.8,59.9,1986-04-29,0.0,0.0,0.4
59,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,2.5,0.37136930232558124,0.5536206896551723
65,Sweden,RISOE,12.07,55.7,1986-04-29,0.0147,0.0043,0.0074
61,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,4.0,0.37136930232558124,0.5536206896551723
62,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,3.1,0.37136930232558124,0.5536206896551723
63,Austria,VIENNA.,16.36,48.21,1986-04-29,24.161,0.625129909090909,0.9306186144578327
64,Sweden,RISOE,12.07,55.7,1986-04-29,0.00061,0.0,9e-05
66,Hungary,BUDAPEST,19.1,47.5,1986-04-29,0.0005,0.0,5e-05
67,Austria,VIENNA.,16.36,48.21,1986-04-29,40.33,0.625129909090909,0.9306186144578327
68,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,6.0,0.37136930232558124,0.5536206896551723
69,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,7.7,0.37136930232558124,0.5536206896551723
48,Italy,SALUGGIA(IFEC),8.02,45.21,1986-04-29,0.0,0.0,0.6584179577464782
60,Norway,OSLO,9.8,59.9,1986-04-29,0.0,0.0,1.05
47,Sweden,STOCKHOLM,18.08,59.33,1986-04-29,6.02,0.611,1.06
58,Finland,NURMIJAERVI,24.7,60.45,1986-04-29,0.0,0.177,0.32
45,Sweden,STOCKHOLM,18.08,59.33,1986-04-29,2.83,0.182,0.306
46,Sweden,STOCKHOLM,18.08,59.33,1986-04-29,2.65,0.233,0.415
25,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,0.56,0.37136930232558124,0.5536206896551723
26,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,0.294,0.37136930232558124,0.5536206896551723
27,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,0.31,0.37136930232558124,0.5536206896551723
28,Germany,BERLIN-WEST,13.42,52.5,1986-04-29,0.088,0.0,0.0012
29,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,0.224,0.37136930232558124,0.5536206896551723
30,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,0.179,0.37136930232558124,0.5536206896551723
32,Germany,BROTJACKLRIEGEL,12.78,49.2,1986-04-29,2.2,0.0,0.83
33,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,1.31,0.37136930232558124,0.5536206896551723
34,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,1.7,0.37136930232558124,0.5536206896551723
31,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,4.9,0.37136930232558124,0.5536206896551723
43,Sweden,STOCKHOLM,18.08,59.33,1986-04-29,4.97,0.419,0.731
36,Germany,ANSBACH,10.59,49.3,1986-04-29,0.69,0.0,0.56
37,Norway,OSLO,9.8,59.9,1986-04-29,0.0,0.0,1.8
44,Sweden,STOCKHOLM,18.08,59.33,1986-04-29,4.34,0.306,0.532
38,Finland,NURMIJAERVI,24.7,60.45,1986-04-29,0.0,0.058,0.096
39,Sweden,UMEAA,20.25,63.83,1986-04-29,0.708,0.00121,0.0022
40,Sweden,UMEAA,20.25,63.83,1986-04-29,0.08,0.00873,0.0145
41,Sweden,STOCKHOLM,18.08,59.33,1986-04-29,2.66,0.558,0.93
42,Sweden,STOCKHOLM,18.08,59.33,1986-04-29,2.93,0.532,0.884
35,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-29,2.23,0.37136930232558124,0.5536206896551723
134,Germany,BERLIN-WEST,13.42,52.5,1986-04-30,2.64,1.021,0.7103390810810806
135,Finland,NURMIJAERVI,24.7,60.45,1986-04-30,0.0,0.033,0.056
136,Finland,NURMIJAERVI,24.7,60.45,1986-04-30,0.0,0.094,0.155
141,Austria,LINZ,14.3,48.31,1986-04-30,11.371501,1.420974,1.488901
138,Austria,KLAGENFURT,14.33,46.63,1986-04-30,4.292,0.63085,1.184
139,Germany,ANSBACH,10.59,49.3,1986-04-30,5.8,0.0,2.9
140,Austria,LINZ,14.3,48.31,1986-04-30,11.314882,1.870807,2.395003
133,Austria,KLAGENFURT,14.33,46.63,1986-04-30,0.08103,0.010582,0.01813
137,Austria,LINZ,14.3,48.31,1986-04-30,9.701829,1.733288,2.393043
132,Austria,LINZ,14.3,48.31,1986-04-30,13.39248,2.462631,2.911603
122,Austria,VIENNA.,16.36,48.21,1986-04-30,58.09,0.625129909090909,0.9306186144578327
130,United Kingdom,BERKELEY,-2.45,51.69,1986-04-30,0.0001,0.0,0.0
129,Sweden,OESTERSUND,14.67,63.17,1986-04-30,0.481,0.0112,0.0189
128,Austria,VIENNA.,16.36,48.21,1986-04-30,34.706,0.625129909090909,0.9306186144578327
127,Austria,VIENNA.,16.36,48.21,1986-04-30,40.33,0.625129909090909,0.9306186144578327
126,Austria,VIENNA.,16.36,48.21,1986-04-30,52.54,0.625129909090909,0.9306186144578327
125,Germany,NEUHERBERG,11.58,48.13,1986-04-30,1.1,0.26,0.59
124,Germany,NEUHERBERG,11.58,48.13,1986-04-30,21.0,4.0,9.2
123,Germany,NEUHERBERG,11.58,48.13,1986-04-30,9.3,1.7,3.7
142,Austria,LINZ,14.3,48.31,1986-04-30,9.623236,1.325711,1.971658
121,Austria,VIENNA.,16.36,48.21,1986-04-30,49.21,0.625129909090909,0.9306186144578327
131,Germany,ROTTENBURG,8.94,48.46,1986-04-30,0.62,0.0,0.2
143,Switzerland,FRIBOURG,7.12,46.49,1986-04-30,0.041,0.008,0.0089
154,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-30,0.84,0.37136930232558124,0.5536206896551723
145,Belgium,MOL,5.12,51.18,1986-04-30,0.0,0.2217008955223881,0.0
120,Austria,VIENNA.,16.36,48.21,1986-04-30,44.03,0.625129909090909,0.9306186144578327
166,Norway,KJELLER,10.66,59.9,1986-04-30,0.15,0.0,0.15
165,Austria,LINZ,14.3,48.31,1986-04-30,7.234724,1.187028,1.971812
164,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-30,3.5,0.37136930232558124,0.5536206896551723
163,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-30,2.55,0.37136930232558124,0.5536206896551723
162,Austria,LINZ,14.3,48.31,1986-04-30,11.199826,2.357032,3.600356
161,Norway,BERGEN,10.66,59.9,1986-04-30,0.004,0.0,0.001
160,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-30,1.38,0.37136930232558124,0.5536206896551723
159,Austria,GRAZ,15.36,47.08,1986-04-30,25.382,2.863245,5.291
158,United Kingdom,GLASGOW,-4.49,56.0,1986-04-30,0.0,0.07282482568807344,0.0
157,Austria,LINZ,14.3,48.31,1986-04-30,6.855303,1.117017,1.641841
156,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-04-30,1.14,0.37136930232558124,0.5536206896551723
155,Austria,BREGENZ,9.78,47.51,1986-04-30,0.00851,0.625129909090909,0.001139
153,Austria,LINZ,14.3,48.31,1986-04-30,11.363028,2.074672,2.73662
152,Austria,LINZ,14.3,48.31,1986-04-30,10.773426,2.021609,2.026405
151,Germany,BROTJACKLRIEGEL,12.78,49.2,1986-04-30,19.65,0.0,11.1
150,Austria,LINZ,14.3,48.31,1986-04-30,9.728632,1.860387,2.443256
149,Austria,LINZ,14.3,48.31,1986-04-30,9.852796,1.853151,1.860158
148,Germany,FREIBURG(BZS),7.87,48.0,1986-04-30,0.76,0.15,0.56
147,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-04-30,0.0,0.2217008955223881,0.21779452500000002
146,Austria,KLAGENFURT,14.33,46.63,1986-04-30,11.692,1.5466,2.886
144,Switzerland,FRIBOURG,7.12,46.49,1986-04-30,0.777,0.37,0.777
119,Austria,VIENNA.,16.36,48.21,1986-04-30,45.14,0.625129909090909,0.9306186144578327
111,Czechoslovakia,MORAVSKY,49.08,16.33,1986-04-30,21.1,2.38,0.39343750000000016
117,Austria,VIENNA.,16.36,48.21,1986-04-30,20.831,0.625129909090909,0.9306186144578327
90,Norway,VAERNES,0.0,0.0,1986-04-30,5.0,0.0,2.0
89,Sweden,GOETEBORG,12.0,57.75,1986-04-30,0.00397,0.0024,0.00447
88,Czechoslovakia,PRAHA,50.0,14.42,1986-04-30,70.0,14.0,0.39343750000000016
87,Netherlands,DELFT,4.38,52.0,1986-04-30,0.0,0.43388659793814416,0.0
86,Czechoslovakia,PRAHA,50.0,14.42,1986-04-30,50.0,12.0,0.39343750000000016
85,Italy,SALUGGIA(IFEC),8.02,45.21,1986-04-30,0.0,0.085,0.0
84,Czechoslovakia,PRAHA,50.0,14.42,1986-04-30,45.0,10.0,0.39343750000000016
83,Italy,SALUGGIA(eurex),8.02,45.21,1986-04-30,0.0,0.3,0.16
82,Czechoslovakia,PRAHA,50.08,14.42,1986-04-30,11.0,2.9,0.39343750000000016
81,Italy,ISPRA,8.63,45.8,1986-04-30,8.61,0.0,0.83
79,Italy,ISPRA,8.63,45.8,1986-04-30,7.78,0.0,0.74
78,Italy,ISPRA,8.63,45.8,1986-04-30,6.64,0.0,0.63
77,Germany,KARLSRUHE,8.67,49.0,1986-04-30,0.0,0.005,0.016
76,Italy,ISPRA,8.63,45.8,1986-04-30,5.83,0.0,0.55
75,Italy,ISPRA,8.63,45.8,1986-04-30,5.6,0.0,0.52
74,Italy,ISPRA,8.63,45.8,1986-04-30,5.04,0.0,0.47
73,Italy,ISPRA,8.63,45.8,1986-04-30,3.82,0.0,0.35
72,Italy,ISPRA,8.63,45.8,1986-04-30,2.36,0.0,0.22
71,Italy,ISPRA,8.63,45.8,1986-04-30,0.55,0.0,0.05
70,Norway,OSLO,9.8,59.9,1986-04-30,0.0,0.0,0.025
118,Austria,VIENNA.,16.36,48.21,1986-04-30,30.229,0.625129909090909,0.9306186144578327
91,Germany,GOETTINGEN,9.95,51.53,1986-04-30,0.0026,0.0,0.0012
92,Hungary,BUDAPEST,19.1,47.5,1986-04-30,0.9,0.16,0.3
80,Italy,ISPRA,8.63,45.8,1986-04-30,7.07,0.0,0.68
94,Norway,OSLO,9.8,59.9,1986-04-30,0.0,0.0,0.0075
116,Italy,BOLOGNA,11.33,44.48,1986-04-30,0.068,0.005,0.012
93,Norway,OSLO,9.8,59.9,1986-04-30,0.0,0.0,0.065
115,Sweden,STOCKHOLM,18.08,59.33,1986-04-30,0.971,0.0286,0.0463
114,Sweden,STOCKHOLM,18.08,59.33,1986-04-30,1.68,0.0546,0.0916
113,Sweden,STOCKHOLM,18.08,59.33,1986-04-30,2.39,0.152,0.252
112,Sweden,STOCKHOLM,18.08,59.33,1986-04-30,2.28,0.132,0.219
109,Sweden,RISOE,12.07,55.7,1986-04-30,0.00075,0.0001,0.00028
108,Sweden,UMEAA,20.25,63.83,1986-04-30,0.179,0.00422,0.00712
107,Sweden,UMEAA,20.25,63.83,1986-04-30,0.0837,0.00135,0.0023
106,France,PARIS,2.36,48.85,1986-04-30,1.5e-05,0.0,7e-06
110,France,VERDUN,5.38,49.15,1986-04-30,0.0002,3e-05,6e-05
104,Germany,OFFENBACH,8.77,50.1,1986-04-30,0.002,0.0006,0.0013
103,Czechoslovakia,BRATISLAVA,48.17,17.17,1986-04-30,5.94,0.74,0.39343750000000016
102,Czechoslovakia,JASLOVSKE,48.5,17.45,1986-04-30,10.1,0.839,0.39343750000000016
101,Czechoslovakia,KOSICE,21.25,48.73,1986-04-30,8.05,2.04,3.46
100,Germany,STARNBERG,11.34,48.0,1986-04-30,5.664,0.0,2.332
99,Austria,SALZBURG,13.05,47.9,1986-04-30,0.093023,0.026458,0.046284
98,Austria,VIENNA.,16.36,48.21,1986-04-30,11.322,0.625129909090909,0.9306186144578327
97,Italy,SALUGGIA(IFEC),8.02,45.21,1986-04-30,0.0,0.389,0.6584179577464782
105,France,MARCOULE,4.8,44.13,1986-04-30,0.03182,0.00888,0.0159
96,Italy,SALUGGIA(eurex),8.02,45.21,1986-04-30,0.0,0.2153655303030303,0.6584179577464782
95,Norway,OSLO,9.8,59.9,1986-04-30,0.0,0.0,0.04
250,Italy,ISPRA,8.63,45.8,1986-05-01,13.89,0.0,1.36
241,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-01,1.01,0.37136930232558124,0.5536206896551723
242,Italy,CASACCIA,12.3,42.03,1986-05-01,1.67,0.31,0.667
243,Italy,CASACCIA,12.3,42.03,1986-05-01,3.333,0.715,1.507
244,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-01,0.7,0.37136930232558124,0.5536206896551723
248,Spain,TARRAGONA,-0.4,39.48,1986-05-01,0.0,0.0,0.0032
246,Spain,VALENCIA,0.0,0.0,1986-05-01,0.0,0.0,0.047
247,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-01,0.96,0.37136930232558124,0.5536206896551723
249,Belgium,MOL,5.12,51.18,1986-05-01,1.005436056338028,0.0001,0.21779452500000002
240,Italy,CASACCIA,12.3,42.03,1986-05-01,0.993,0.256,0.404
245,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-01,0.76,0.37136930232558124,0.5536206896551723
239,Italy,CASACCIA,12.3,42.03,1986-05-01,1.852,0.37,0.774
228,Italy,ISPRA,8.63,45.8,1986-05-01,13.91,0.0,1.41
237,Austria,VIENNA.,16.36,48.21,1986-05-01,13.838,0.625129909090909,0.9306186144578327
236,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-01,0.66,0.37136930232558124,0.5536206896551723
235,Austria,LINZ,14.3,48.31,1986-05-01,16.020846,3.735198,5.452143
234,Italy,CAPANNA,12.3,42.03,1986-05-01,5.915,1.47,2.667
233,Italy,CAPANNA,12.3,42.03,1986-05-01,7.964,1.526,3.011
232,Italy,CAPANNA,12.3,42.03,1986-05-01,5.181,0.919,1.837
231,Italy,CAPANNA,12.3,42.03,1986-05-01,2.32,0.474,0.904
230,Italy,CAPANNA,12.3,42.03,1986-05-01,4.33,0.926,1.803
229,Italy,ISPRA,8.63,45.8,1986-05-01,15.23,0.0,1.53
227,Italy,ISPRA,8.63,45.8,1986-05-01,14.37,0.0,1.47
226,Italy,ISPRA,8.63,45.8,1986-05-01,15.54,0.0,1.6
251,Italy,ISPRA,8.63,45.8,1986-05-01,14.55,0.0,1.43
238,Italy,CASACCIA,12.3,42.03,1986-05-01,2.407,0.4,0.833
252,Italy,ISPRA,8.63,45.8,1986-05-01,15.97,0.0,1.58
276,Germany,BERLIN-WEST,13.42,52.5,1986-05-01,0.85,0.318,0.0
254,Italy,CASACCIA,12.3,42.03,1986-05-01,2.407,0.53,0.9
225,Austria,LINZ,14.3,48.31,1986-05-01,27.59828,4.381013,6.648881
280,Germany,KARLSRUHE,8.67,49.0,1986-05-01,0.0,0.0062,0.012
279,Germany,MEINERZHAGEN,7.65,51.11,1986-05-01,0.715,0.0,0.368
278,Sweden,RISOE,12.07,55.7,1986-05-01,0.00053,0.0,0.0002
275,Czechoslovakia,KOSICE,21.25,48.73,1986-05-01,18.3,1.68,2.72
274,Germany,FREIBURG(BZS),7.87,48.0,1986-05-01,2.1,0.34,1.1
273,Germany,BROTJACKLRIEGEL,12.78,49.2,1986-05-01,15.6,0.0,8.8
272,Czechoslovakia,PRAHA,50.0,14.42,1986-05-01,14.7,4.8,0.39343750000000016
271,Hungary,BUDAPEST,19.1,47.5,1986-05-01,1.9,0.3,0.65
270,Czechoslovakia,PRAHA,50.08,14.42,1986-05-01,20.5,4.62,0.39343750000000016
269,Germany,ANSBACH,10.59,49.3,1986-05-01,5.626,0.0,3.014
268,Germany,KARLSRUHE,8.67,49.0,1986-05-01,0.0,1.9,3.7
267,Germany,FREIBURG(BZS),7.87,48.0,1986-05-01,0.77,0.078,0.7103390810810806
266,Czechoslovakia,PRAHA,50.0,14.42,1986-05-01,6.0,0.9,0.39343750000000016
265,Germany,AACHEN(RWTH),6.1,50.76,1986-05-01,0.0,0.07,0.7103390810810806
264,Germany,NEUHERBERG,11.58,48.13,1986-05-01,6.5,1.8,3.5
263,Germany,NEUHERBERG,11.58,48.13,1986-05-01,13.0,4.1,7.5
262,Germany,NEUHERBERG,11.58,48.13,1986-05-01,14.0,2.4,4.5
261,Germany,OFFENBACH,8.77,50.1,1986-05-01,0.011,0.001,0.002
260,Germany,HANNOVER,9.73,52.38,1986-05-01,0.001,0.0,0.0
259,Germany,FREIBURG(DWD),7.87,48.0,1986-05-01,0.059,0.0074,0.7103390810810806
258,Czechoslovakia,USTI,50.68,14.0,1986-05-01,5.24,1.4,0.39343750000000016
257,Czechoslovakia,MORAVSKY,49.08,16.33,1986-05-01,18.6,2.7,0.39343750000000016
256,Austria,VIENNA.,16.36,48.21,1986-05-01,19.758,0.625129909090909,0.9306186144578327
255,Italy,SALUGGIA(eurex),8.02,45.21,1986-05-01,0.0,0.274,0.6584179577464782
253,Italy,ISPRA,8.63,45.8,1986-05-01,15.67,0.0,1.56
224,Austria,LINZ,14.3,48.31,1986-05-01,17.476913,4.185638,6.500503
277,Germany,FREIBURG(BZS),7.87,48.0,1986-05-01,3.8,1.09,0.7103390810810806
222,Austria,LINZ,14.3,48.31,1986-05-01,12.336706,3.894281,6.165024
191,Sweden,UMEAA,20.25,63.83,1986-05-01,0.374,0.0243,0.0406
190,France,PARIS,2.36,48.85,1986-05-01,0.51,0.099,0.19
189,France,MONACO,7.42,43.73,1986-05-01,0.15,0.02,0.03
188,Czechoslovakia,BANSKA,48.73,19.17,1986-05-01,3.15,0.0,0.39343750000000016
187,Austria,GRAZ,15.36,47.08,1986-05-01,16.058,1.914935,3.6482
186,Czechoslovakia,BRATISLAVA,48.17,17.17,1986-05-01,14.4,2.0,0.39343750000000016
185,Czechoslovakia,CESKE,48.97,14.43,1986-05-01,28.9,4.39,0.39343750000000016
184,France,DAMPIERRE EN BURLY,2.51,47.71,1986-05-01,0.0011,0.1088557831858407,0.2123731444444443
183,Czechoslovakia,HRADEC,50.22,15.83,1986-05-01,23.8,4.5,0.39343750000000016
182,Czechoslovakia,JASLOVSKE,48.5,17.45,1986-05-01,9.11,1.51,0.39343750000000016
181,Czechoslovakia,KOSICE,21.25,48.73,1986-05-01,3.7,0.386,0.67
180,France,CADARACHE,5.75,43.71,1986-05-01,0.3,0.0008,0.02
179,Germany,STARNBERG,11.34,48.0,1986-05-01,7.52,0.0,4.5
178,Austria,BREGENZ,9.78,47.51,1986-05-01,2.4013,0.40293,0.592
177,France,VERDUN,5.38,49.15,1986-05-01,0.003,7e-05,0.00013
176,Switzerland,SPIEZ,7.42,46.42,1986-05-01,4.366,0.9398,1.628
175,Austria,VIENNA.,16.36,48.21,1986-05-01,16.095,0.625129909090909,0.9306186144578327
174,Switzerland,LOCARNO Monti,8.48,46.15,1986-05-01,2.294,0.407,0.421670588235294
173,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-01,0.41,0.37136930232558124,0.5536206896551723
171,Switzerland,FRIBOURG,7.12,46.49,1986-05-01,3.33,0.444,0.962
170,Switzerland,FRIBOURG,7.12,46.49,1986-05-01,4.255,0.592,1.184
169,United Kingdom,BERKELEY,-2.45,51.69,1986-05-01,0.27093912280701754,0.0004,0.0
168,Sweden,STOCKHOLM,18.08,59.33,1986-05-01,0.0733,0.00222,0.0033
167,Sweden,STOCKHOLM,18.08,59.33,1986-05-01,0.0933,0.000854,0.00134
223,Germany,ROTTENBURG,8.94,48.46,1986-05-01,4.787,0.0,2.94
192,Sweden,UMEAA,20.25,63.83,1986-05-01,1.11,0.06,0.102
193,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-01,0.48,0.37136930232558124,0.5536206896551723
172,Italy,BOLOGNA,11.33,44.48,1986-05-01,0.627,0.062,0.139
195,Switzerland,SPIEZ,7.42,46.42,1986-05-01,3.4706,0.6068,1.4356
221,Norway,KJELLER,10.66,59.9,1986-05-01,0.05,0.0,0.0
220,Norway,KJELLER,10.66,59.9,1986-05-01,0.0,0.0,0.002
219,Austria,LINZ,14.3,48.31,1986-05-01,9.504857,2.632619,4.285071
218,Austria,LINZ,14.3,48.31,1986-05-01,11.710206,2.738966,4.435504
217,Netherlands,PETTEN,4.64,52.76,1986-05-01,0.0,0.43388659793814416,1e-06
216,Austria,SALZBURG,13.05,47.9,1986-05-01,5.008485,1.378296,2.000005
215,Austria,VIENNA.,16.36,48.21,1986-05-01,1.776,0.625129909090909,0.9306186144578327
214,United Kingdom,HARWELL,-1.3,51.62,1986-05-01,0.27093912280701754,5e-05,0.09876507042253525
212,Austria,VIENNA.,16.36,48.21,1986-05-01,3.1413,0.625129909090909,0.9306186144578327
211,Austria,VIENNA.,16.36,48.21,1986-05-01,8.436,0.625129909090909,0.9306186144578327
210,Italy,SALUGGIA(IFEC),8.02,45.21,1986-05-01,0.0,0.344,0.0
209,Austria,VIENNA.,16.36,48.21,1986-05-01,17.131,0.625129909090909,0.9306186144578327
213,Finland,NURMIJAERVI,24.7,60.45,1986-05-01,0.0,0.051,0.084
207,Austria,VIENNA.,16.36,48.21,1986-05-01,16.502,0.625129909090909,0.9306186144578327
196,Switzerland,SPIEZ,7.42,46.42,1986-05-01,1.0397,0.1458,0.2979
197,France,TRICASTIN,4.73,44.33,1986-05-01,0.0,0.021,0.042
198,Austria,KLAGENFURT,14.33,46.63,1986-05-01,5.1615,1.15995,2.368
208,Italy,SALUGGIA(eurex),8.02,45.21,1986-05-01,0.0,0.861,0.0
200,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-01,0.6,0.37136930232558124,0.5536206896551723
201,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-01,0.79,0.37136930232558124,0.5536206896551723
199,France,MARCOULE,4.8,44.13,1986-05-01,0.555,0.0814,0.1961
202,Sweden,OESTERSUND,14.67,63.17,1986-05-01,0.418,0.0289,0.0484
203,Italy,ISPRA,8.63,45.8,1986-05-01,24.9,0.0,2.58
204,Italy,ISPRA,8.63,45.8,1986-05-01,20.92,0.0,2.18
205,Italy,ISPRA,8.63,45.8,1986-05-01,24.95,0.0,2.62
206,Italy,ISPRA,8.63,45.8,1986-05-01,23.26,0.0,2.46
194,Switzerland,SPIEZ,7.42,46.42,1986-05-01,3.552,0.7437,1.4245
403,Austria,VIENNA.,16.36,48.21,1986-05-02,1.665,0.625129909090909,0.9306186144578327
410,Austria,LINZ,14.3,48.31,1986-05-02,2.127477,0.600894,0.932911
404,Germany,AACHEN(DWD),6.1,50.76,1986-05-02,1.905,0.592,0.7103390810810806
405,Spain,VALENCIA,0.0,0.0,1986-05-02,0.0,0.0054,0.0351
406,Czechoslovakia,USTI,50.68,14.0,1986-05-02,4.81,1.43,0.39343750000000016
407,France,CHINON,0.25,47.15,1986-05-02,1.5,0.36,0.65
408,Austria,LINZ,14.3,48.31,1986-05-02,5.449925,1.676475,2.793201
409,Spain,TARRAGONA,-0.4,39.48,1986-05-02,0.0,0.004504651162790697,0.0074
402,France,FESSENHEIM,7.56,47.91,1986-05-02,2.9,0.76,1.5
419,Czechoslovakia,JASLOVSKE,48.5,17.45,1986-05-02,2.99,0.653,0.39343750000000016
412,Austria,LINZ,14.3,48.31,1986-05-02,0.957039,0.159666,0.267519
413,France,FLAMANVILLE,-1.9,49.55,1986-05-02,0.25,0.0,0.0
414,Belgium,MOL,5.12,51.18,1986-05-02,7.8,1.91,3.6
415,Austria,INNSBRUCK,11.41,47.28,1986-05-02,3.552,1.0582,1.924
416,Austria,KLAGENFURT,14.33,46.63,1986-05-02,4.255,1.221,2.257
417,Germany,AACHEN(RWTH),6.1,50.76,1986-05-02,0.0,0.98,0.7103390810810806
418,Germany,AACHEN(RWTH),6.1,50.76,1986-05-02,0.0,1.6,0.7103390810810806
401,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-02,0.53,0.37136930232558124,0.5536206896551723
420,Austria,INNSBRUCK,11.41,47.28,1986-05-02,6.105,0.814,1.591
411,Belgium,MOL,5.12,51.18,1986-05-02,3.5,0.98,1.88
400,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-02,0.84,0.37136930232558124,0.5536206896551723
386,France,VERDUN,5.38,49.15,1986-05-02,9.44,3.099999,5.4
398,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-02,0.86,0.37136930232558124,0.5536206896551723
421,France,CRUAS,4.8,44.63,1986-05-02,0.36,0.07,0.095
377,Sweden,LJUNGBYHED,13.92,56.82,1986-05-02,0.00197,0.00022,0.000307
378,Germany,NORDERNEY,7.15,53.71,1986-05-02,0.248,0.0,0.089
379,France,TRICASTIN,4.73,44.33,1986-05-02,0.4,0.1,0.17
380,Italy,TRISAIA,16.63,40.17,1986-05-02,5.013,0.63,1.296
381,Italy,TRISAIA,16.63,40.17,1986-05-02,0.709,0.107,0.211
