,PAYS,Location,Longitude,Latitude,Date,Iodine_131,Caesium_134,Caesium_137
518,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,2.7,0.5,1.2
519,Italy,TRISAIA,16.63,40.17,1986-05-03,5.22,0.83,1.689
520,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-03,1.7,0.08,0.21779452500000002
521,United Kingdom,BERKELEY,-2.45,51.69,1986-05-03,0.006,0.0003,0.0004
522,United Kingdom,BERKELEY,-2.45,51.69,1986-05-03,0.02,0.0,0.0
517,Germany,HANNOVER,9.73,52.38,1986-05-03,0.389,0.037,0.074
524,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-03,1.75,0.12,0.0
525,Germany,FREIBURG(BZS),7.87,48.0,1986-05-03,1.46,0.33,0.7103390810810806
526,Germany,FREIBURG(BZS),7.87,48.0,1986-05-03,1.3,0.35,0.38
531,Netherlands,VLISSINGEN,3.58,51.45,1986-05-03,1.127527272727273,0.01,0.23
527,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-03,1.68,0.1,0.003
528,Germany,GOETTINGEN,9.95,51.53,1986-05-03,0.89,0.0,0.27
529,Greece,KOZANIS,21.79,40.31,1986-05-03,4.5,0.0,1.4
523,United Kingdom,BERKELEY,-2.45,51.69,1986-05-03,0.22,0.07,0.13
530,Greece,ATTIKIS,23.78,38.0,1986-05-03,3.1,0.0,1.6
736,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-04,0.0187,0.2217008955223881,0.21779452500000002
737,France,GRAVELINES,2.31,51.0,1986-05-04,1.5,0.65,1.299999
738,France,FLAMANVILLE,-1.9,49.55,1986-05-04,0.006,0.0,0.0
739,Belgium,MOL,5.12,51.18,1986-05-04,0.81,0.156,0.33
740,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-04,0.44,0.37136930232558124,0.5536206896551723
741,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-04,0.5,0.37136930232558124,0.5536206896551723
745,Spain,TARRAGONA,-0.4,39.48,1986-05-04,0.0,0.0329,0.074
743,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-04,0.47,0.37136930232558124,0.5536206896551723
744,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-04,0.76,0.37136930232558124,0.5536206896551723
746,France,FESSENHEIM,7.56,47.91,1986-05-04,0.7,0.18,0.3
747,Spain,VALENCIA,0.0,0.0,1986-05-04,0.0,0.0,0.1082
748,Germany,BROTJACKLRIEGEL,12.78,49.2,1986-05-04,1.25,0.0,1.12
749,France,DAMPIERRE EN BURLY,2.51,47.71,1986-05-04,0.01,0.1088557831858407,0.2123731444444443
750,Czechoslovakia,PRAHA,50.0,14.42,1986-05-04,4.6,3.5,0.39343750000000016
751,Czechoslovakia,PRAHA,50.0,14.42,1986-05-04,5.5,1.8,0.39343750000000016
742,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-04,0.53,0.37136930232558124,0.5536206896551723
735,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-04,0.19,0.03,0.21779452500000002
727,France,LE BUGEY,5.26,45.8,1986-05-04,2.799999,0.8,0.2123731444444443
733,Germany,OFFENBACH,8.77,50.1,1986-05-04,0.85,0.26,0.41
718,Hungary,BUDAPEST,19.1,47.5,1986-05-04,1.6,0.34,0.62
719,Sweden,RISOE,12.07,55.7,1986-05-04,0.264303,0.014342,0.023966
752,Germany,BERLIN-WEST,13.42,52.5,1986-05-04,0.814,0.115,0.7103390810810806
720,Sweden,RISOE,12.07,55.7,1986-05-04,0.41,0.0142,0.0227
721,Germany,ROTTENBURG,8.94,48.46,1986-05-04,0.242,0.0,0.139
722,Switzerland,SPIEZ,7.42,46.42,1986-05-04,0.3848,0.104,0.2017
723,France,LE VESINET,2.13,48.88,1986-05-04,0.042,0.0021,0.2123731444444443
724,Germany,ANSBACH,10.59,49.3,1986-05-04,0.367,0.0,0.263
725,Switzerland,FRIBOURG,7.12,46.49,1986-05-04,0.37,0.074,0.148
726,Finland,NURMIJAERVI,24.7,60.45,1986-05-04,0.0,0.033,0.056
728,Czechoslovakia,BRATISLAVA,48.17,17.17,1986-05-04,5.5,1.2,0.39343750000000016
729,United Kingdom,HARWELL,-1.3,51.62,1986-05-04,0.009,0.0,0.09876507042253525
730,United Kingdom,HARWELL,-1.3,51.62,1986-05-04,0.006,0.0,0.09876507042253525
731,Germany,FREIBURG(BZS),7.87,48.0,1986-05-04,0.36,0.11,0.05
732,Italy,SALUGGIA(eurex),8.02,45.21,1986-05-04,0.0,0.148,0.6584179577464782
734,Czechoslovakia,CESKE,48.97,14.43,1986-05-04,5.81,0.779,0.39343750000000016
753,Czechoslovakia,HRADEC,50.22,15.83,1986-05-04,1.51,0.3,0.39343750000000016
774,Italy,ISPRA,8.63,45.8,1986-05-04,1.5,0.0,0.2
755,Switzerland,LOCARNO Monti,8.48,46.15,1986-05-04,0.481,0.118,0.421670588235294
776,Sweden,OESTERSUND,14.67,63.17,1986-05-04,0.0468,0.000165,0.00025
778,Italy,ISPRA,8.63,45.8,1986-05-04,3.3,0.0,0.42
779,Italy,ISPRA,8.63,45.8,1986-05-04,2.58,0.0,0.33
780,Italy,ISPRA,8.63,45.8,1986-05-04,2.57,0.0,0.34
781,Italy,CAPANNA,12.3,42.03,1986-05-04,2.629,0.963,2.0
782,Italy,ISPRA,8.63,45.8,1986-05-04,2.14,0.0,0.28
783,Italy,CAPANNA,12.3,42.03,1986-05-04,1.585,0.593,1.222
784,Italy,CAPANNA,12.3,42.03,1986-05-04,2.165,0.689,1.37
785,Italy,ISPRA,8.63,45.8,1986-05-04,2.18,0.0,0.29
786,Italy,ISPRA,8.63,45.8,1986-05-04,0.69,0.0,0.1
787,Italy,CASACCIA,12.3,42.03,1986-05-04,0.733,0.29,0.611
788,Italy,ISPRA,8.63,45.8,1986-05-04,2.77,0.0,0.35
789,Italy,CASACCIA,12.3,42.03,1986-05-04,1.17,0.493,0.889
717,Austria,SALZBURG,13.05,47.9,1986-05-04,3.307981,0.936478,1.565877
790,Italy,CAPANNA,12.3,42.03,1986-05-04,2.436,0.741,1.556
775,Italy,CASACCIA,12.3,42.03,1986-05-04,1.107,0.511,0.996
754,Switzerland,FRIBOURG,7.12,46.49,1986-05-04,0.185,0.033,0.059
773,Italy,CAPANNA,12.3,42.03,1986-05-04,2.474,0.777,1.556
771,Germany,KARLSRUHE,8.67,49.0,1986-05-04,0.0,0.28,0.56
756,Czechoslovakia,PRAHA,50.08,14.42,1986-05-04,1.3,0.36,0.39343750000000016
757,Italy,ISPRA,8.63,45.8,1986-05-04,0.79,0.0,0.11
758,Germany,NEUHERBERG,11.58,48.13,1986-05-04,0.89,0.27,0.58
759,Italy,ISPRA,8.63,45.8,1986-05-04,0.85,0.0,0.11
760,Sweden,STOCKHOLM,18.08,59.33,1986-05-04,0.0234,0.000218,0.000376
761,Italy,CASACCIA,12.3,42.03,1986-05-04,1.607,0.489,1.096
762,Italy,CASACCIA,12.3,42.03,1986-05-04,1.422,0.415,0.922
763,Italy,CAPANNA,12.3,42.03,1986-05-04,2.579,1.037,2.074
764,Italy,CAPANNA,12.3,42.03,1986-05-04,1.971,0.844,1.111
765,Germany,MEINERZHAGEN,7.65,51.11,1986-05-04,0.354,0.0,0.18
766,Italy,CAPANNA,12.3,42.03,1986-05-04,1.933,1.037,2.059
767,Italy,BOLOGNA,11.33,44.48,1986-05-04,1.404,0.287,0.554
768,Germany,HANNOVER,9.73,52.38,1986-05-04,0.629,0.093,0.189
769,Germany,KARLSRUHE,8.67,49.0,1986-05-04,0.0,0.0037,0.069
770,Italy,ISPRA,8.63,45.8,1986-05-04,0.56,0.0,0.08
772,Italy,BRASIMONE,11.33,44.48,1986-05-04,1.392,0.722,1.445
716,Germany,STARNBERG,11.34,48.0,1986-05-04,0.63,0.0,0.42
777,Italy,ISPRA,8.63,45.8,1986-05-04,3.04,0.0,0.39
714,Austria,LINZ,14.3,48.31,1986-05-04,0.970949,0.28513,0.513573
661,Italy,SALUGGIA(IFEC),8.02,45.21,1986-05-04,0.0,0.152,0.6584179577464782
662,Italy,SALUGGIA(IFEC),8.02,45.21,1986-05-04,0.0,0.096,0.0065
663,France,TRICASTIN,4.73,44.33,1986-05-04,0.75,0.18,0.34
664,Italy,TRISAIA,16.63,40.17,1986-05-04,5.565,0.789,1.63
665,Italy,TRISAIA,16.63,40.17,1986-05-04,2.457,0.593,1.226
666,Sweden,LJUNGBYHED,13.92,56.82,1986-05-04,0.217,0.00713,0.012
667,Germany,NORDERNEY,7.15,53.71,1986-05-04,0.44,0.115,0.229
668,France,ST.Laurent des eaux,1.58,47.71,1986-05-04,0.44175517916666684,0.1088557831858407,0.2123731444444443
669,Netherlands,BILTHOVEN,5.18,52.11,1986-05-04,0.2,0.01,0.03
670,Netherlands,BILTHOVEN,5.18,52.11,1986-05-04,0.9,0.04,0.1
671,Netherlands,BILTHOVEN,5.18,52.11,1986-05-04,0.7,0.06,0.1
672,Netherlands,BILTHOVEN,5.18,52.11,1986-05-04,0.5,0.0,0.06
673,Netherlands,BILTHOVEN,5.18,52.11,1986-05-04,0.6,0.03,0.05
674,Greece,ATTIKIS,23.78,38.0,1986-05-04,9.5,0.0,3.9
675,Netherlands,BILTHOVEN,5.18,52.11,1986-05-04,0.6,0.03,0.04
660,Netherlands,VLISSINGEN,3.58,51.45,1986-05-04,0.23,0.43388659793814416,0.02
676,Netherlands,DELFT,4.38,52.0,1986-05-04,0.0,0.43388659793814416,0.0
659,Netherlands,GRONINGEN,6.53,53.25,1986-05-04,0.29,0.0,0.14
657,Norway,OSLO,9.8,59.9,1986-05-04,0.0,0.0,0.004
715,Germany,WALDHOF,10.75,52.81,1986-05-04,0.58,0.0,0.34
642,Greece,KOZANIS,21.79,40.31,1986-05-04,11.0,0.0,3.4
644,Greece,THESSALONIKI,22.95,40.59,1986-05-04,1.4,0.0,0.7
645,United Kingdom,BERKELEY,-2.45,51.69,1986-05-04,0.003,0.0002,0.0005
646,France,MARCOULE,4.8,44.13,1986-05-04,1.368999,0.444,0.8695
647,Norway,OSLO,9.8,59.9,1986-05-04,0.0,0.0,0.001
648,Norway,OSLO,9.8,59.9,1986-05-04,0.0,0.0,0.0008
649,Germany,GOETTINGEN,9.95,51.53,1986-05-04,1.1,0.2,0.45
650,France,MONACO,7.42,43.73,1986-05-04,2.799999,0.84,1.509999
651,Czechoslovakia,MORAVSKY,49.08,16.33,1986-05-04,5.44,0.816,0.39343750000000016
652,Germany,FREIBURG(DWD),7.87,48.0,1986-05-04,5.44,1.258,0.003
653,United Kingdom,CHAPELCROSS,-3.61,55.06,1986-05-04,0.83,0.1,0.75
654,United Kingdom,GLASGOW,-4.83,56.0,1986-05-04,0.309,0.136,0.274
655,United Kingdom,GLASGOW,-4.83,56.0,1986-05-04,0.176,0.06,0.153
656,United Kingdom,GLASGOW,-4.83,56.0,1986-05-04,0.026,0.004,0.008
658,France,ORSAY,2.18,48.68,1986-05-04,0.0103,0.0004,0.00065
677,Sweden,GOETEBORG,12.0,57.75,1986-05-04,0.169,0.00183,0.00313
643,Norway,OSLO,9.8,59.9,1986-05-04,0.0,0.0,0.0037
679,Netherlands,EELDE,6.56,53.13,1986-05-04,1.18,0.2,0.51
699,France,CHOOZ,4.81,50.1,1986-05-04,0.72,0.16,0.31
700,Czechoslovakia,JASLOVSKE,48.5,17.45,1986-05-04,2.67,0.766,0.39343750000000016
701,Austria,KLAGENFURT,14.33,46.63,1986-05-04,1.1618,0.5291,0.925
702,Austria,VIENNA.,16.36,48.21,1986-05-04,1.739,0.625129909090909,0.9306186144578327
703,Austria,VIENNA.,16.36,48.21,1986-05-04,2.2977,0.625129909090909,0.9306186144578327
704,Austria,VIENNA.,16.36,48.21,1986-05-04,2.9859,0.625129909090909,0.9306186144578327
705,Austria,VIENNA.,16.36,48.21,1986-05-04,3.515,0.625129909090909,0.9306186144578327
706,Germany,AACHEN(DWD),6.1,50.76,1986-05-04,0.684,0.2,0.7103390810810806
707,France,CHINON,0.25,47.15,1986-05-04,0.0067,0.0,0.0
708,Czechoslovakia,USTI,50.68,14.0,1986-05-04,1.3,0.502,0.39343750000000016
709,France,CADARACHE,5.75,43.71,1986-05-04,6.599999,0.5,1.099999
710,Czechoslovakia,KOSICE,21.25,48.73,1986-05-04,0.22,0.046,0.074
711,Austria,LINZ,14.3,48.31,1986-05-04,4.047097,1.681912,2.700243
713,Austria,LINZ,14.3,48.31,1986-05-04,1.477822,0.442762,0.747176
678,Sweden,GOETEBORG,12.0,57.75,1986-05-04,0.129,0.000396,0.000932
698,Austria,INNSBRUCK,11.41,47.28,1986-05-04,1.2395,0.2035,0.3515
697,Austria,INNSBRUCK,11.41,47.28,1986-05-04,1.702,0.35816,0.6364
712,Austria,LINZ,14.3,48.31,1986-05-04,1.74779,0.774607,1.324702
695,France,CRUAS,4.8,44.63,1986-05-04,0.6,0.18,0.3
681,France,SACLAY,2.16,48.73,1986-05-04,0.0,0.002,0.002
680,Netherlands,EELDE,6.56,53.13,1986-05-04,0.15,0.43388659793814416,0.01
682,Sweden,UMEAA,20.25,63.83,1986-05-04,0.0538,0.00133,0.00223
683,Sweden,UMEAA,20.25,63.83,1986-05-04,0.114,0.00724,0.0122
696,Austria,INNSBRUCK,11.41,47.28,1986-05-04,1.702,0.48433,0.888
685,Netherlands,GRONINGEN,6.53,53.25,1986-05-04,0.09,0.0,0.021
686,France,PARIS,2.36,48.85,1986-05-04,0.0083,0.00034,0.00074
684,Netherlands,GRONINGEN,6.53,53.25,1986-05-04,0.14,0.0,0.029
688,Netherlands,VLISSINGEN,3.58,51.45,1986-05-04,1.127527272727273,0.01,0.8022142946428572
689,France,SAINT ALBAN,4.75,45.4,1986-05-04,1.4,0.47,0.2123731444444443
690,United Kingdom,GLASGOW,-4.83,56.0,1986-05-04,0.021,0.008,0.017
691,France,GRENOBLE,5.72,45.18,1986-05-04,0.407,0.1406,0.2331
692,United Kingdom,HARWELL,-1.3,51.62,1986-05-04,0.0058,0.00038,0.09876507042253525
693,Austria,BREGENZ,9.78,47.51,1986-05-04,1.1803,0.32153,0.6216
694,Germany,AACHEN(RWTH),6.1,50.76,1986-05-04,0.0,0.03,0.7103390810810806
687,Netherlands,PETTEN,4.64,52.76,1986-05-04,0.0,0.43388659793814416,0.0
881,Spain,TARRAGONA,-0.4,39.48,1986-05-05,0.0,0.0481,0.093
882,Austria,KLAGENFURT,14.33,46.63,1986-05-05,1.5466,0.35002,0.629
883,France,LE BUGEY,5.26,45.8,1986-05-05,0.31,0.07,0.2123731444444443
884,Italy,CAPANNA,12.3,42.03,1986-05-05,0.715,0.267,0.519
885,Austria,LINZ,14.3,48.31,1986-05-05,1.030643,0.276423,0.422709
886,Italy,CAPANNA,12.3,42.03,1986-05-05,0.387,0.148,0.296
893,Italy,CAPANNA,12.3,42.03,1986-05-05,1.121,0.463,0.963
888,Sweden,LJUNGBYHED,13.92,56.82,1986-05-05,0.0886,0.00378,0.0067
889,Italy,ISPRA,8.63,45.8,1986-05-05,0.62,0.0,0.09
890,Germany,NORDERNEY,7.15,53.71,1986-05-05,0.071,0.0,0.0063
891,Germany,MEINERZHAGEN,7.65,51.11,1986-05-05,0.425,0.0,0.309
892,Sweden,LJUNGBYHED,13.92,56.82,1986-05-05,0.401,0.00713,0.0119
894,Czechoslovakia,PRAHA,50.08,14.42,1986-05-05,0.627,0.188,0.39343750000000016
887,Austria,LINZ,14.3,48.31,1986-05-05,1.25812,0.399095,0.775719
880,United Kingdom,BERKELEY,-2.45,51.69,1986-05-05,0.0051,0.0,0.0
872,France,MONACO,7.42,43.73,1986-05-05,1.299999,0.48,1.0
878,Czechoslovakia,MORAVSKY,49.08,16.33,1986-05-05,3.15,0.683,0.39343750000000016
864,Norway,OSLO,9.8,59.9,1986-05-05,0.0,0.0,0.0065
895,Hungary,BUDAPEST,19.1,47.5,1986-05-05,0.42,0.05,0.09
865,Germany,KARLSRUHE,8.67,49.0,1986-05-05,0.0,0.08,0.13
866,Germany,NEUHERBERG,11.58,48.13,1986-05-05,0.6,0.19,0.46
867,Greece,THESSALONIKI,22.95,40.59,1986-05-05,5.1,0.0,3.0
868,Germany,BERLIN-WEST,13.42,52.5,1986-05-05,0.533,0.118,0.0015
879,United Kingdom,BERKELEY,-2.45,51.69,1986-05-05,0.003,0.0003,0.0003
869,Germany,KARLSRUHE,8.67,49.0,1986-05-05,0.0,0.088,0.17
871,Italy,BRASIMONE,11.33,44.48,1986-05-05,0.651,0.46,0.925
873,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-05,0.184,0.37136930232558124,0.5536206896551723
874,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-05,0.31,0.37136930232558124,0.5536206896551723
875,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-05,0.239,0.001,0.5536206896551723
876,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-05,0.205,0.37136930232558124,0.5536206896551723
877,France,MARCOULE,4.8,44.13,1986-05-05,0.555,0.1628,0.333
870,Germany,HANNOVER,9.73,52.38,1986-05-05,0.444,0.067,0.13
896,Germany,ROTTENBURG,8.94,48.46,1986-05-05,0.201,0.0,0.149
914,Italy,ISPRA,8.63,45.8,1986-05-05,2.21,0.0,0.32
898,France,CADARACHE,5.75,43.71,1986-05-05,1.4,0.1,0.31
919,France,VERDUN,5.38,49.15,1986-05-05,0.16,0.035,0.067
920,Italy,ISPRA,8.63,45.8,1986-05-05,0.75,0.0,0.11
921,Italy,TRISAIA,16.63,40.17,1986-05-05,0.11,0.037,0.073
922,Italy,SALUGGIA(eurex),8.02,45.21,1986-05-05,0.0,0.05,0.0
923,Austria,SALZBURG,13.05,47.9,1986-05-05,1.104495,0.358949,0.613653
924,Italy,ISPRA,8.63,45.8,1986-05-05,0.5,0.0,0.07
918,Italy,SALUGGIA(IFEC),8.02,45.21,1986-05-05,0.0,0.2153655303030303,0.6584179577464782
925,France,ST.Laurent des eaux,1.58,47.71,1986-05-05,0.44175517916666684,0.1088557831858407,0.2123731444444443
927,France,TRICASTIN,4.73,44.33,1986-05-05,0.23,0.075,0.18
928,Austria,LINZ,14.3,48.31,1986-05-05,0.910622,0.326865,0.423799
929,Italy,ISPRA,8.63,45.8,1986-05-05,0.44,0.0,0.06
930,Italy,ISPRA,8.63,45.8,1986-05-05,0.36,0.0,0.05
931,Austria,VIENNA.,16.36,48.21,1986-05-05,1.591,0.625129909090909,0.9306186144578327
863,Norway,OSLO,9.8,59.9,1986-05-05,0.0,0.0,0.01
926,Italy,ISPRA,8.63,45.8,1986-05-05,0.64,0.0,0.09
917,Sweden,LJUNGBYHED,13.92,56.82,1986-05-05,0.336,0.0122,0.0207
916,Italy,ISPRA,8.63,45.8,1986-05-05,2.72,0.0,0.41
915,Italy,ISPRA,8.63,45.8,1986-05-05,2.15,0.0,0.32
899,Sweden,LJUNGBYHED,13.92,56.82,1986-05-05,0.183,0.0127,0.0198
900,Germany,AACHEN(DWD),6.1,50.76,1986-05-05,0.074,0.0,0.7103390810810806
901,Italy,CAPANNA,12.3,42.03,1986-05-05,0.812,0.407,0.815
902,France,CHINON,0.25,47.15,1986-05-05,0.0043,0.0,0.0
903,Sweden,RISOE,12.07,55.7,1986-05-05,0.28,0.0046,0.00741
904,Italy,CAPANNA,12.3,42.03,1986-05-05,0.944,0.444,0.926
905,Germany,WALDHOF,10.75,52.81,1986-05-05,0.55,0.0,0.28
906,Italy,CAPANNA,12.3,42.03,1986-05-05,1.724,0.593,1.074
907,Sweden,RISOE,12.07,55.7,1986-05-05,0.362,0.00965,0.01544
908,Italy,TRISAIA,16.63,40.17,1986-05-05,0.142,0.033,0.063
909,Italy,CAPANNA,12.3,42.03,1986-05-05,0.464,0.152,0.289
910,Austria,VIENNA.,16.36,48.21,1986-05-05,0.6734,0.625129909090909,0.9306186144578327
911,Italy,ISPRA,8.63,45.8,1986-05-05,1.54,0.0,0.22
912,Czechoslovakia,USTI,50.68,14.0,1986-05-05,1.32,0.56,0.39343750000000016
913,Austria,LINZ,14.3,48.31,1986-05-05,1.0445,0.497671,0.764485
897,Italy,CAPANNA,12.3,42.03,1986-05-05,0.851,0.407,0.889
862,Norway,OSLO,9.8,59.9,1986-05-05,0.0,0.0,0.013
857,Czechoslovakia,PRAHA,50.0,14.42,1986-05-05,2.8,0.7,0.39343750000000016
860,Spain,VALENCIA,0.0,0.0,1986-05-05,0.0,0.0,0.03600625
809,Netherlands,DELFT,4.38,52.0,1986-05-05,0.0,0.43388659793814416,0.0
810,Sweden,GOETEBORG,12.0,57.75,1986-05-05,0.206,0.00757,0.0128
811,France,CHOOZ,4.81,50.1,1986-05-05,0.13,0.03,0.07
812,France,SACLAY,2.16,48.73,1986-05-05,0.0,0.005,0.01
813,Netherlands,EELDE,6.56,53.13,1986-05-05,0.09,0.43388659793814416,0.01
814,Austria,INNSBRUCK,11.41,47.28,1986-05-05,1.85,0.37037,0.666
808,Netherlands,DELFT,4.38,52.0,1986-05-05,0.0,0.05,0.15
815,Austria,INNSBRUCK,11.41,47.28,1986-05-05,2.516,0.58201,1.147
817,Sweden,UMEAA,20.25,63.83,1986-05-05,0.047,0.00732,0.0123
818,Sweden,UMEAA,20.25,63.83,1986-05-05,0.0459,0.00441,0.00742
819,Sweden,STOCKHOLM,18.08,59.33,1986-05-05,0.174,0.014,0.0227
820,Czechoslovakia,HRADEC,50.22,15.83,1986-05-05,3.12,0.68,0.39343750000000016
821,Sweden,STOCKHOLM,18.08,59.33,1986-05-05,0.0912,0.0057,0.00924
822,Netherlands,GRONINGEN,6.53,53.25,1986-05-05,0.14,0.0,0.034
816,Austria,INNSBRUCK,11.41,47.28,1986-05-05,1.147,0.34595,0.666
823,Netherlands,GRONINGEN,6.53,53.25,1986-05-05,0.6,0.0,0.22
807,France,SAINT ALBAN,4.75,45.4,1986-05-05,0.7,0.18,0.2123731444444443
805,Austria,KLAGENFURT,14.33,46.63,1986-05-05,0.6808,0.2849,0.4773
791,Switzerland,FRIBOURG,7.12,46.49,1986-05-05,0.307,0.077,0.151
861,Norway,OSLO,9.8,59.9,1986-05-05,0.0,0.0,0.027
793,Norway,VAERNES,0.0,0.0,1986-05-05,0.08,0.0,0.0011
794,Switzerland,LOCARNO Monti,8.48,46.15,1986-05-05,0.0814,0.026,0.421670588235294
795,Netherlands,VLISSINGEN,3.58,51.45,1986-05-05,0.04,0.43388659793814416,0.02
796,Germany,ANSBACH,10.59,49.3,1986-05-05,0.622,0.0,0.625
806,Czechoslovakia,JASLOVSKE,48.5,17.45,1986-05-05,0.882,0.231,0.02
797,Germany,GOETTINGEN,9.95,51.53,1986-05-05,0.79,0.15,0.31
799,Switzerland,SPIEZ,7.42,46.42,1986-05-05,0.3563,0.1029,0.2061
800,Germany,GOETTINGEN,9.95,51.53,1986-05-05,2.0,0.34,0.86
801,Netherlands,PETTEN,4.64,52.76,1986-05-05,0.0,0.43388659793814416,0.0
802,Italy,ISPRA,8.63,45.8,1986-05-05,1.44,0.0,0.21
803,France,PARIS,2.36,48.85,1986-05-05,0.033,0.0087,0.017
804,Austria,KLAGENFURT,14.33,46.63,1986-05-05,1.0175,0.32967,0.592
798,Greece,ATTIKIS,23.78,38.0,1986-05-05,13.5,0.0,2.2
824,Germany,AACHEN(RWTH),6.1,50.76,1986-05-05,0.0,0.02,0.7103390810810806
792,France,ORSAY,2.18,48.68,1986-05-05,0.037,0.003,0.005
826,France,CRUAS,4.8,44.63,1986-05-05,0.22,0.07,0.11
845,France,GRENOBLE,5.72,45.18,1986-05-05,0.2405,0.074,0.1258
846,United Kingdom,HARWELL,-1.3,51.62,1986-05-05,0.0026,0.07282482568807344,0.00217
847,United Kingdom,HARWELL,-1.3,51.62,1986-05-05,0.005,0.0,0.09876507042253525
848,United Kingdom,HARWELL,-1.3,51.62,1986-05-05,0.01,0.0,0.09876507042253525
849,Finland,NURMIJAERVI,24.7,60.45,1986-05-05,0.0,0.0205,0.035
850,Czechoslovakia,BRATISLAVA,48.17,17.17,1986-05-05,1.2,0.3,0.39343750000000016
844,Italy,CASACCIA,12.3,42.03,1986-05-05,0.206,0.086,0.164
851,Italy,ISPRA,8.63,45.8,1986-05-05,1.02,0.0,0.15
853,Belgium,MOL,5.12,51.18,1986-05-05,0.1,0.017,0.033
854,Belgium,MOL,5.12,51.18,1986-05-05,0.92,0.23,0.48
855,Czechoslovakia,KOSICE,21.25,48.73,1986-05-05,0.179,0.04,0.067
856,Germany,FREIBURG(DWD),7.87,48.0,1986-05-05,0.226,0.063,0.7103390810810806
858,France,DAMPIERRE EN BURLY,2.51,47.71,1986-05-05,0.017,0.1088557831858407,0.2123731444444443
825,Austria,BREGENZ,9.78,47.51,1986-05-05,0.1517,0.094424,0.17464
852,Germany,FREIBURG(BZS),7.87,48.0,1986-05-05,0.13,0.03,0.7103390810810806
843,Norway,BERGEN,10.66,59.9,1986-05-05,0.09,0.0,0.02
859,Germany,BROTJACKLRIEGEL,12.78,49.2,1986-05-05,0.77,0.0,0.59
841,Italy,CASACCIA,12.3,42.03,1986-05-05,0.559,0.222,0.419
842,Italy,CASACCIA,12.3,42.03,1986-05-05,1.419,0.496,0.922
828,Greece,KOZANIS,21.79,40.31,1986-05-05,6.8,0.0,2.0
829,Czechoslovakia,PRAHA,50.0,14.42,1986-05-05,5.5,0.4,0.39343750000000016
830,United Kingdom,CHAPELCROSS,-3.61,55.06,1986-05-05,0.0091,0.0,0.09876507042253525
831,Czechoslovakia,CESKE,48.97,14.43,1986-05-05,2.5,0.404,0.39343750000000016
832,France,FLAMANVILLE,-1.9,49.55,1986-05-05,0.004,0.0,0.0
833,Norway,KJELLER,10.66,59.9,1986-05-05,0.08,0.0,0.001
827,Germany,OFFENBACH,8.77,50.1,1986-05-05,0.37,0.1,0.16
835,Czechoslovakia,BANSKA,48.73,19.17,1986-05-05,0.367,0.0,0.39343750000000016
836,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-05,0.1546,0.0404,0.21779452500000002
837,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-05,0.1274,0.0125,0.21779452500000002
838,United Kingdom,GLASGOW,-4.83,56.0,1986-05-05,0.006,0.0003,0.0006
839,France,GRAVELINES,2.31,51.0,1986-05-05,0.07,0.03,0.05
840,France,LE VESINET,2.13,48.88,1986-05-05,0.051,0.0,0.2123731444444443
834,Italy,BOLOGNA,11.33,44.48,1986-05-05,0.837,0.213,0.421
1019,Netherlands,EELDE,6.56,53.13,1986-05-06,0.13,0.03,0.05
1020,Czechoslovakia,PRAHA,50.0,14.42,1986-05-06,0.5,0.09,0.39343750000000016
1021,Sweden,LJUNGBYHED,13.92,56.82,1986-05-06,0.234,0.00397,0.00675
1022,Czechoslovakia,PRAHA,50.0,14.42,1986-05-06,1.5,0.3,0.39343750000000016
1023,France,LE BUGEY,5.26,45.8,1986-05-06,0.28,0.1,0.2123731444444443
1026,France,SACLAY,2.16,48.73,1986-05-06,0.0,0.002,0.002
1025,Austria,INNSBRUCK,11.41,47.28,1986-05-06,1.628,0.35816,0.666
1027,Germany,AACHEN(DWD),6.1,50.76,1986-05-06,0.054,0.022,0.7103390810810806
1028,Italy,CAPANNA,12.3,42.03,1986-05-06,0.827,0.281,0.556
1029,Austria,INNSBRUCK,11.41,47.28,1986-05-06,5.587,0.72039,1.258
1030,France,VERDUN,5.38,49.15,1986-05-06,0.11,0.063,0.12
1018,Netherlands,PETTEN,4.64,52.76,1986-05-06,0.0,0.43388659793814416,0.0
1024,Netherlands,GRONINGEN,6.53,53.25,1986-05-06,0.05,0.0,0.031
1031,Italy,CAPANNA,12.3,42.03,1986-05-06,1.453,0.444,0.889
